id,added,edited,beerdb_id,name,country,origin_state,origin_city,production,url,description,latitude,longitude,accuracy,image
619,2013-07-08 23:33:34.905923+00:00,2013-07-08 23:33:34.934150+00:00,,Grupo Modelo,MEX,,Mexico City,,http://www.gmodelo.com.mx/,,19.427,-99.127600000000001,approximate,
620,2013-07-08 23:33:34.960404+00:00,2013-07-08 23:33:34.980597+00:00,,Gulpener Bierbrouwerij,NLD,,Gulpen,,,,50.810899999999997,5.9212999999999996,interpolated,
621,2013-07-08 23:33:34.997550+00:00,2013-07-08 23:33:35.010981+00:00,,Haarlems Biergenootschap Jopen,NLD,,Haarlem,,,,52.3795,4.6376999999999997,approximate,
622,2013-07-08 23:33:35.025597+00:00,2013-07-08 23:33:35.043134+00:00,,Hacker-Pschorr Bru,DEU,Bayern,Mnchen,,,,48.139099999999999,11.5802,approximate,
623,2013-07-08 23:33:35.054037+00:00,2013-07-08 23:33:35.076446+00:00,,Hair of the Dog Brewing,USA,Oregon,Portland,,,,45.490099999999998,-122.643,interpolated,
624,2013-07-08 23:33:35.104799+00:00,2013-07-08 23:33:35.116097+00:00,,Hale's Ales #3,USA,Washington,Seattle,,,,47.659199999999998,-122.366,rooftop,
625,2013-07-08 23:33:35.155424+00:00,2013-07-08 23:33:35.171275+00:00,,Half Moon Bay Brewing,USA,California,Princeton by the Sea,,,,37.490299999999998,-122.435,approximate,
626,2013-07-08 23:33:35.224648+00:00,2013-07-08 23:33:35.229396+00:00,,Ham's Restaurant and Brewhouse,USA,North Carolina,Greenville,,,,35.6083,-77.373199999999997,rooftop,
627,2013-07-08 23:33:35.249237+00:00,2013-07-08 23:33:35.303133+00:00,,Hambleton Ales,GBR,North Yorkshire,Melmerby,,,,54.174399999999999,-1.4843999999999999,geometric_center,
628,2013-07-08 23:33:35.326922+00:00,2013-07-08 23:33:35.336937+00:00,,Hampshire Brewery,GBR,Hampshire,Romsey,,,,50.988900000000001,-1.4988999999999999,approximate,
629,2013-07-08 23:33:35.359494+00:00,2013-07-08 23:33:35.424720+00:00,,Hannen Brauerei,DEU,Nordrhein-Westfalen,Mnchengladbach,,,,51.191299999999998,6.4420999999999999,approximate,
630,2013-07-08 23:33:35.447947+00:00,2013-07-08 23:33:35.476416+00:00,,Hansa Bryggeri,NOR,,Bergen,,,,60.294499999999999,5.2591999999999999,interpolated,
631,2013-07-08 23:33:35.499787+00:00,2013-07-08 23:33:35.524977+00:00,,Hanssens Artisanal,BEL,Vlaams Brabant,Dworp,,,,50.728999999999999,4.2971000000000004,interpolated,
632,2013-07-08 23:33:35.545480+00:00,2013-07-08 23:33:35.560426+00:00,,Hapa*s Brew Haus and Restaurant,USA,Hawaii,Kihei,,,,20.7592,-156.45699999999999,approximate,
633,2013-07-08 23:33:35.570155+00:00,2013-07-08 23:33:35.592457+00:00,,Harbor City Brewing,USA,Wisconsin,Port Washington,,,,43.387099999999997,-87.879499999999993,interpolated,
634,2013-07-08 23:33:35.609017+00:00,2013-07-08 23:33:35.619086+00:00,,Harmon Brewing Company,USA,Washington,Tacoma,,http://harmon.harmonbrewingco.com/,,47.243600000000001,-122.437,rooftop,
635,2013-07-08 23:33:35.650097+00:00,2013-07-08 23:33:35.690866+00:00,,Harpoon Brewery - Boston,USA,Massachusetts,Boston,,http://www.harpoonbrewery.com,,42.346499999999999,-71.033799999999999,rooftop,
636,2013-07-08 23:33:35.719575+00:00,2013-07-08 23:33:35.743950+00:00,,Harpoon Brewery - Windsor,USA,Vermont,Windsor,,http://www.harpoonbrewery.com/,"We started the Harpoon Brewery in 1986 because, like today, we loved beer and wanted more good choices.  While traveling in Europe after college, we drank many wonderfully diverse, fresh, local beers.  We also saw firsthand how important local breweries were to their communities.  After our travels, we asked each other, why not bring great beer and that sense of community to New England?  That was the genesis of the Harpoon Brewery.  Twenty years later we still revel in making great beer and sharing that joy with our friends and neighbors.  The success that we have had running Harpoon is due entirely to the wonderful employees who brew, package, warehouse, sell, deliver, and market our beer and you, the people who drink Harpoon.  We hope that our sense of gratitude is reflected in both the quality of the beer and the spirit of fun and enjoyment surrounding our beer and breweries.",43.512999999999998,-72.401499999999999,rooftop,
637,2013-07-08 23:33:35.801396+00:00,2013-07-08 23:33:35.813917+00:00,,Harvest Moon Brewery / Cafe,USA,New Jersey,New Brunswick,,,,40.496200000000002,-74.444100000000006,interpolated,
638,2013-07-08 23:33:35.832989+00:00,2013-07-08 23:33:35.841313+00:00,,Harvey & Son (Lewes),GBR,East Sussex,Lewes,,,,50.874200000000002,0.0167,interpolated,
639,2013-07-08 23:33:35.860750+00:00,2013-07-08 23:33:35.906664+00:00,,Harviestoun Brewery,GBR,Scotland,Alva,,,,56.153100000000002,-3.8006000000000002,approximate,
640,2013-07-08 23:33:35.950275+00:00,2013-07-08 23:33:35.954428+00:00,,Hasserder Brauerei,DEU,Sachsen-Anhalt,Wernigerode,,,,51.843899999999998,10.753299999999999,rooftop,
641,2013-07-08 23:33:35.986280+00:00,2013-07-08 23:33:36.004495+00:00,,Hausbrauerei Zum Schlssel,DEU,Nordrhein-Westfalen,Dsseldorf,,,,51.226100000000002,6.7744999999999997,rooftop,
642,2013-07-08 23:33:36.050329+00:00,2013-07-08 23:33:36.062902+00:00,,Hawks Brewing,USA,Oregon,Roseburg,,,(No longer brewing),43.216500000000003,-123.342,approximate,
643,2013-07-08 23:33:36.075976+00:00,2013-07-08 23:33:36.085704+00:00,,HC Berger Brewing,USA,Colorado,Fort Collins,,,,40.585299999999997,-105.084,approximate,
644,2013-07-08 23:33:36.111881+00:00,2013-07-08 23:33:36.136827+00:00,,Heartland Brewery Union Square,USA,New York,New York,,http://www.heartlandbrewery.com/,(No longer brewing),40.732300000000002,-73.987399999999994,approximate,
645,2013-07-08 23:33:36.167644+00:00,2013-07-08 23:33:36.181254+00:00,,Heavenly Daze Brewery and Grill,USA,Colorado,Denver,,,,39.739199999999997,-104.985,approximate,
646,2013-07-08 23:33:36.196664+00:00,2013-07-08 23:33:36.201897+00:00,,Heavyweight Brewing,USA,New Jersey,Ocean,,,Closed in 1996.,39.965299999999999,-74.311800000000005,approximate,
647,2013-07-08 23:33:36.231109+00:00,2013-07-08 23:33:36.235388+00:00,,Heineken Hungária,HUN,,Sopron,,http://www.heinekenhungaria.hu/,Known before Soproni Sörgyár,,,,
648,2013-07-08 23:33:36.255203+00:00,2013-07-08 23:33:36.282194+00:00,,Heineken International,NLD,,,,http://www.heineken.com/,,,,,
649,2013-07-08 23:33:36.308740+00:00,2013-07-08 23:33:36.351000+00:00,,Heineken Ireland,IRL,,Cork,,,,,,,
650,2013-07-08 23:33:36.364408+00:00,2013-07-08 23:33:36.382089+00:00,,Heineken Switzerland,CHE,,Winterthur,,,,47.5077,8.7302,rooftop,
651,2013-07-08 23:33:36.392775+00:00,2013-07-08 23:33:36.407879+00:00,,Heller Bru Trum,DEU,Bayern,Bamberg,,,,49.892000000000003,10.885300000000001,rooftop,
652,2013-07-08 23:33:36.431078+00:00,2013-07-08 23:33:36.470043+00:00,,Hereford & Hops Restaurant and Brewpub #1,USA,Michigan,Escanaba,,,,45.745800000000003,-87.055999999999997,interpolated,
653,2013-07-08 23:33:36.485487+00:00,2013-07-08 23:33:36.531749+00:00,,Hereford & Hops Steakhouse and Brewpub #3,USA,Wisconsin,Wausau,,,,44.951799999999999,-89.665700000000001,interpolated,
654,2013-07-08 23:33:36.563272+00:00,2013-07-08 23:33:36.579619+00:00,,Herkimer Pub & Brewery,USA,Minnesota,Minneapolis,,,,44.949100000000001,-93.288499999999999,rooftop,
655,2013-07-08 23:33:36.626082+00:00,2013-07-08 23:33:36.639835+00:00,,Hida Takayama Brewing Agricultural Company,JPN,Chubu,Takayama,,,,,,,
656,2013-07-08 23:33:36.677346+00:00,2013-07-08 23:33:36.698391+00:00,,High Desert Brewing Co.,USA,New Mexico,Las Cruces,,http://www.highdesertbrewingco.com/,"After years of recipe development, remodeling, and parking lot paving, the High Desert Brewing Co. opened it's doors in July of 1997 and has quickly become one of New Mexico's premier brewpubs. Our selection of hand crafted lagers and ales are produced on premises using the finest grains and hops. We brew small batches of about 100 gallons, ensuring that each beer is served at the peak of freshness. Our brews are available by the glass, pint, or pitcher and to-go in 1/2 gallon growlers and 5 gallon kegs. We make every attempt to keep all of our beers on tap at all times but once in a while one or two may not be available for a few days. These times are the perfect opportunity to stretch your taste and try something other than your favorite. Please let Bob or Donna, or any of the High Desert Brewing Co. staff know how you think we are doing.",32.309600000000003,-106.79300000000001,rooftop,
657,2013-07-08 23:33:36.726076+00:00,2013-07-08 23:33:36.739849+00:00,,High Falls Brewing,USA,New York,Rochester,,,,43.1646,-77.615499999999997,rooftop,
658,2013-07-08 23:33:36.763259+00:00,2013-07-08 23:33:36.783252+00:00,,High Point Wheat Beer Company,USA,New Jersey,Butler,,http://www.ramsteinbeer.com/,"Founded in 1994, the High Point Brewing Company is the first exclusive wheat beer brewery in America. The founder and driving force of High Point is award-winning homebrewer, Greg Zaccardi. After working as a brewer in southern Germany, Greg returned to the US to open his brewery. His Ramstein beers are made with the same care and precision he learned in Germany. In fact, the wheat, barley, hops and yeast used in Ramstein are all imported directly from Bavaria.",41.001600000000003,-74.340299999999999,interpolated,
659,2013-07-08 23:33:36.800902+00:00,2013-07-08 23:33:36.805328+00:00,,Highland Brewing Company,USA,North Carolina,Asheville,,http://www.highlandbrewing.com/,"Nestled in the Blue Ridge Mountains in Asheville, North Carolina, Highland Brewing Company brews the finest and freshest ales in the Southeast.  For more than a decade, we have produced an impressive array of ales, from the best-selling Gaelic to our popular winter seasonal, Cold Mountain Ale.",35.571599999999997,-82.499099999999999,interpolated,
660,2013-07-08 23:33:36.841084+00:00,2013-07-08 23:33:36.880214+00:00,,Hirschbru Privatbrauerei Hss,DEU,Bayern,Sonthofen,,,,47.513199999999998,10.279,rooftop,
661,2013-07-08 23:33:36.904550+00:00,2013-07-08 23:33:36.924564+00:00,,Hite Brewery,KIR,,Seoul,,,"Hite Brewery Company Limited is a South Korean brewery company headquartered in Yeongdeungpo-gu, Seoul. Its main products are beer, rice wine, and mineral water. The company was established as Chosun Breweries in 1933. In 2001 the company had three factories, and in 2002 its share of the domestic beer market was some 55%, up from 30% in 1992.",37.566499999999998,126.97799999999999,approximate,
662,2013-07-08 23:33:36.945214+00:00,2013-07-08 23:33:36.963353+00:00,,Hochstiftliches Brauhaus in Bayern,DEU,Bayern,Motten,,,,50.3949,9.7723999999999993,rooftop,
663,2013-07-08 23:33:36.986555+00:00,2013-07-08 23:33:37.027731+00:00,,Hoepfner Privatbrauerei,DEU,Baden-Wrttemberg,Karlsruhe,,,,49.012500000000003,8.4263999999999992,rooftop,
664,2013-07-08 23:33:37.063275+00:00,2013-07-08 23:33:37.084996+00:00,,Hofbru Kaltenhausen Salzachtal,AUT,,Hallein,,,,47.694200000000002,13.0784,rooftop,
665,2013-07-08 23:33:37.097200+00:00,2013-07-08 23:33:37.102347+00:00,,Hofbruhaus Traunstein,DEU,Bayern,Traunstein,,,,47.869100000000003,12.650499999999999,rooftop,
666,2013-07-08 23:33:37.126973+00:00,2013-07-08 23:33:37.147790+00:00,,Hoffbrau Steaks Brewery #1,USA,Texas,Addison,,,,32.961799999999997,-96.8292,approximate,
667,2013-07-08 23:33:37.164597+00:00,2013-07-08 23:33:37.187233+00:00,,Hoffbrau Steaks Brewery #2,USA,Texas,Dallas,,,,32.802999999999997,-96.769900000000007,approximate,
668,2013-07-08 23:33:37.203785+00:00,2013-07-08 23:33:37.257907+00:00,,Hofmark Brauerei,DEU,Bayern,Cham,,,,49.167200000000001,12.639900000000001,interpolated,
669,2013-07-08 23:33:37.271160+00:00,2013-07-08 23:33:37.335605+00:00,,Holsten-Brauerei,DEU,Hamburg,Hamburg,,,,53.562100000000001,9.9451000000000001,rooftop,
670,2013-07-08 23:33:37.377273+00:00,2013-07-08 23:33:37.385514+00:00,,Hook & Ladder Brewing Company,USA,Maryland,Silver Spring,,http://www.hookandladderbeer.com,"At Hook & Ladder Brewing we believe in great beer in the company of good friends, so we bring you three great beers for your drinking pleasure (please drink responsibly). Each of our beers is carefully crafted with the finest quality ingredients for a distinctive taste we know you will enjoy. Try one tonight, you just might get hooked. Through our own experiences in the fire and rescue service we have chosen the Hook & Ladder as a symbol of pride and honor to pay tribute to the brave men and women who serve and protect our communities.",38.991100000000003,-77.023700000000005,rooftop,
671,2013-07-08 23:33:37.410575+00:00,2013-07-08 23:33:37.435593+00:00,,Hook Norton Brewery,GBR,Oxford,Hook Norton,,,,51.996600000000001,-1.4922,geometric_center,
672,2013-07-08 23:33:37.456415+00:00,2013-07-08 23:33:37.481086+00:00,,Hop Back Brewery,GBR,Wiltshire,Salisbury,,,,,,,
673,2013-07-08 23:33:37.497141+00:00,2013-07-08 23:33:37.504271+00:00,,Hoppers Seafood & Grill,USA,Utah,Midvale,,,,40.621499999999997,-111.866,rooftop,
674,2013-07-08 23:33:37.526973+00:00,2013-07-08 23:33:37.553834+00:00,,Hoppin Frog Brewery,USA,Ohio,Akron,,http://www.hoppinfrog.com/,,41.024700000000003,-81.467600000000004,rooftop,
675,2013-07-08 23:33:37.564789+00:00,2013-07-08 23:33:37.587160+00:00,,Hoppy Brewing Company,USA,California,Sacramento,,http://www.hoppy.com,"Currently, our company is growing our full service brewpub here in Sacramento, while at the same time self-distributing our products to retailers in the Sacramento area. We are brewing all of our products here in Sacramento and have 10 products on tap here at the brewpub. In addition, our current California distribution network consists of just one hard working distributor: A & D Distributing. We utilize this established distributor in their selected market to sell principally to the packaged/bottle market through authorized retail outlets, and the on-premises draft market through establishments licensed to serve alcoholic beverages. Our core products (i.e., Hoppy Face, Liquid Sunshine and Total Eclipse) are currently available in draft and 22 ounce bottles, and only available in the Sacramento and San Jose areas, but that will likely change as we continue to expand this year.",38.555100000000003,-121.43000000000001,rooftop,
676,2013-07-08 23:33:37.603586+00:00,2013-07-08 23:33:37.624829+00:00,,Hops Grillhouse & Brewery - Cherry Creek,USA,Colorado,Denver,,,,39.718699999999998,-104.95,rooftop,
677,2013-07-08 23:33:37.644834+00:00,2013-07-08 23:33:37.684930+00:00,,Hops Haven Brew Haus,USA,Wisconsin,Sheboygan,,,,43.759399999999999,-87.722800000000007,rooftop,
678,2013-07-08 23:33:37.704454+00:00,2013-07-08 23:33:37.712787+00:00,,HopTown Brewing,USA,California,Pleasanton,,,,37.677,-121.898,rooftop,
679,2013-07-08 23:33:37.733844+00:00,2013-07-08 23:33:37.758884+00:00,,Hopworks Urban Brewery,USA,Oregon,Portland,,http://hopworksbeer.com/,"HUB is Portland's first Eco-Brewpub to offer all organic handcrafted beers, fresh local ingredients, and a sustainable building with a relaxed and casual atmosphere. Brewmaster Christian Ettinger has spent the past year and half constructing his dream brewpub.  HUB incorporates all aspects of sustainability.  From composting to rain barrels, and from pervious pavers to hand dryers, we have made every effort to protect our future with a thoughtful alternative.  Hopworks has four distinct areas including a family friendly restaurant with play area, a vibrant bicycle bar, banquet mezzanine, and outdoor beer-garden.  Our 20 barrel brewery produces 3000 barrels a year and provides our restaurant with ten different HUB organic beers on tap and two cask ales at all times. We have parking for seventy cars, eight motorcycles and up to fifty bikes.  Our world-class beer, New York style pizza, and wonderful staff are some of the best you will find anywhere.",45.496899999999997,-122.63500000000001,rooftop,
680,2013-07-08 23:33:37.794108+00:00,2013-07-08 23:33:37.826199+00:00,,Hornsby's Pubdrafts Ltd.,USA,California,Modesto,,,,37.634500000000003,-120.982,rooftop,
681,2013-07-08 23:33:37.858725+00:00,2013-07-08 23:33:37.881016+00:00,,HP Bulmer,GBR,Hereford and Worcester,Hereford,,,,42.262599999999999,-71.802300000000002,approximate,
682,2013-07-08 23:33:37.910568+00:00,2013-07-08 23:33:37.935004+00:00,,Htt-Brauerei Bettenhuser,DEU,Hessen,Baunatal,,,,51.261499999999998,9.4494000000000007,geometric_center,
683,2013-07-08 23:33:37.954953+00:00,2013-07-08 23:33:37.969234+00:00,,Hubcap Brewery and Kitchen,USA,Colorado,Vail,,,,39.640300000000003,-106.374,approximate,
684,2013-07-08 23:33:37.981078+00:00,2013-07-08 23:33:37.991034+00:00,,Hudepohl-Schoenling Brewing,USA,Ohio,Cincinnati,,,,39.265099999999997,-84.379900000000006,interpolated,
685,2013-07-08 23:33:38.009164+00:00,2013-07-08 23:33:38.043213+00:00,,Hue Brewery,VNM,,Hue,,,,-33.217500000000001,151.42599999999999,geometric_center,
686,2013-07-08 23:33:38.071061+00:00,2013-07-08 23:33:38.091389+00:00,,Not Available (685),,,,,,,51.202599999999997,3.2242000000000002,interpolated,
687,2013-07-08 23:33:38.121614+00:00,2013-07-08 23:33:38.147458+00:00,,Humboldt Brewing,USA,California,Arcata,,http://www.humboldtbrews.com/,,40.869999999999997,-124.087,interpolated,
688,2013-07-08 23:33:38.169736+00:00,2013-07-08 23:33:38.191398+00:00,,ICOBES b.v.b.a.,BEL,Oost-Vlaanderen,Evergem,,,,51.100700000000003,3.6934,interpolated,
689,2013-07-08 23:33:38.208226+00:00,2013-07-08 23:33:38.218178+00:00,,Idaho Brewing,USA,Idaho,Idaho Falls,,,,43.4666,-112.03400000000001,approximate,
690,2013-07-08 23:33:38.243792+00:00,2013-07-08 23:33:38.258036+00:00,,Illinois Brewing,USA,Illinois,Bloomington,,,,40.478700000000003,-88.994600000000005,interpolated,
691,2013-07-08 23:33:38.282151+00:00,2013-07-08 23:33:38.298123+00:00,,InBev,BEL,,Leuven,,http://www.inbev.com,"In a few words InBev is the world's leading brewer, realizing 14.4 billion euro in 2007. The company has a strong, balanced portfolio, holding the number one or number two position in over 20 key markets  more than any other brewer. It has a key presence in both developed and developing markets. Headquartered in Leuven, Belgium, InBev employs almost 89 000 people worldwide. With sales in over 130 countries, the company works through six operational zones: North America, Western Europe, Central and Eastern Europe, Asia Pacific, Latin America North, and Latin America South.",50.886499999999998,4.7069000000000001,interpolated,
692,2013-07-08 23:33:38.322811+00:00,2013-07-08 23:33:38.347619+00:00,,Independence Brew Pub,USA,Pennsylvania,Philadelphia,,http://www.independencebrewpub.com/,,39.952599999999997,-75.159400000000005,rooftop,
693,2013-07-08 23:33:38.364264+00:00,2013-07-08 23:33:38.370797+00:00,,Independence Brewing Co,USA,Texas,Austin,,http://www.independencebrewing.com/,,30.213100000000001,-97.735799999999998,rooftop,
694,2013-07-08 23:33:38.393414+00:00,2013-07-08 23:33:38.415133+00:00,,Indian Wells Brewing,USA,California,Inyokern,,,,35.667499999999997,-117.874,rooftop,
695,2013-07-08 23:33:38.444548+00:00,2013-07-08 23:33:38.490479+00:00,,Industrias La Constancia ILC,SLV,,San Salvador,,,,13.6998,-89.183199999999999,geometric_center,
696,2013-07-08 23:33:38.521556+00:00,2013-07-08 23:33:38.543543+00:00,,Industrija Piva I Sokova Trebjesa,SRB,,Nikic,,,,,,,
697,2013-07-08 23:33:38.577118+00:00,2013-07-08 23:33:38.632111+00:00,,Inveralmond Brewery,GBR,Scotland,Perth,,,,56.417400000000001,-3.4779,geometric_center,
698,2013-07-08 23:33:38.646546+00:00,2013-07-08 23:33:38.669100+00:00,,Irish Brewing Company,IRL,,Newbridge,,,,53.4863,-6.1680000000000001,approximate,
699,2013-07-08 23:33:38.685879+00:00,2013-07-08 23:33:38.695900+00:00,,Iron City Brewing Co.,USA,Pennsylvania,Pittsburgh,,http://www.ironcitybrewingcompany.com/Default.aspx,"Iron City Brewing Company is Pittsburgh born and brewed. We've been a Pittsburgh tradition since 1861. That was the year a German immigrant by the name of Edward Frauenheim founded Iron City Brewery and began a legacy of producing quality beers and lagers in the city of Pittsburgh. Today, the new Iron City Brewing Company is poised to carry on a tradition that is synonymous with pride, innovation and the Western Pennsylvania region. The new Iron City Brewing Company is committed to its employees, its customers, and the community. We have an experienced team with deep resources that is dedicated to making Iron City Brewing Company a successful brewery that the region can be proud to call its own.",40.460999999999999,-79.965299999999999,rooftop,
700,2013-07-08 23:33:38.752089+00:00,2013-07-08 23:33:38.779323+00:00,,Iron Hill Brewery - Newark,USA,Delaware,Newark,,,,39.683399999999999,-75.746700000000004,rooftop,
701,2013-07-08 23:33:38.808487+00:00,2013-07-08 23:33:38.818111+00:00,,Iron Hill Brewery - Wilmingon,USA,Delaware,Wilmington,,http://www.ironhillbrewery.com/,"We're passionate about producing distinctive, full-flavored handcrafted beers, accompanied by freshfromscratch New American cuisine in a comfortable, casual atmosphere. Our goal has always been to provide food and beer that is inspired, consistently crafted and presented by a knowledgeable and courteous service staff.",39.744999999999997,-75.556100000000001,interpolated,
702,2013-07-08 23:33:38.836174+00:00,2013-07-08 23:33:38.857534+00:00,,Iron Springs Pub & Brewery,USA,California,Fairfax,,,,37.985999999999997,-122.584,rooftop,
703,2013-07-08 23:33:38.901891+00:00,2013-07-08 23:33:38.964768+00:00,,Island Brewing Company,USA,California,Carpinteria,,,,,,,
704,2013-07-08 23:33:38.997088+00:00,2013-07-08 23:33:39.014586+00:00,,Isle of Skye Brewing Company,GBR,Scotland,Isle of Skye,,,,56.490699999999997,-4.2026000000000003,approximate,
705,2013-07-08 23:33:39.043744+00:00,2013-07-08 23:33:39.058636+00:00,,Issaquah Brewhouse,USA,Washington,Issaquah,,,,47.530000000000001,-122.03700000000001,rooftop,
706,2013-07-08 23:33:39.070905+00:00,2013-07-08 23:33:39.113722+00:00,,Ithaca Beer Company,USA,New York,Ithaca,,,,42.414499999999997,-76.531499999999994,interpolated,
707,2013-07-08 23:33:39.127932+00:00,2013-07-08 23:33:39.168172+00:00,,Jack Russell Brewing,USA,California,Camino,,,,38.756300000000003,-120.679,rooftop,
708,2013-07-08 23:33:39.193209+00:00,2013-07-08 23:33:39.231402+00:00,,Jack's Brewing,USA,California,Fremont,,,,37.5441,-121.988,rooftop,
709,2013-07-08 23:33:39.247505+00:00,2013-07-08 23:33:39.264761+00:00,,Jacob Leinenkugel Brewing Company,USA,Wisconsin,Chippewa Falls,,http://www.leinie.com/welcome.html,,44.944899999999997,-91.396799999999999,interpolated,
710,2013-07-08 23:33:39.281273+00:00,2013-07-08 23:33:39.303346+00:00,,Jaipur Restaurant and Brewpub,USA,Nebraska,Omaha,,,,41.232799999999997,-96.082499999999996,interpolated,
711,2013-07-08 23:33:39.358638+00:00,2013-07-08 23:33:39.372467+00:00,,James Page Brewing,USA,Minnesota,Minneapolis,,,,45.003900000000002,-93.250200000000007,rooftop,
712,2013-07-08 23:33:39.397344+00:00,2013-07-08 23:33:39.420259+00:00,,Jarre Creek Ranch Brewing,USA,Colorado,Castle Rock,,,,39.372199999999999,-104.85599999999999,approximate,
713,2013-07-08 23:33:39.443697+00:00,2013-07-08 23:33:39.457888+00:00,,Jasper Ridge Brewery,USA,Michigan,Ishpeming,,,,46.5015,-87.679000000000002,interpolated,
714,2013-07-08 23:33:39.476931+00:00,2013-07-08 23:33:39.492846+00:00,,Jennings Brewery,GBR,Cumbria,Cockermouth,,http://www.jenningsbrewery.co.uk/,,54.664900000000003,-3.3633999999999999,approximate,
715,2013-07-08 23:33:39.515147+00:00,2013-07-08 23:33:39.540769+00:00,,Jever Brewery,DEU,,"Jever, Germany",,http://www.jever.de/,,53.575699999999998,7.9002999999999997,approximate,
716,2013-07-08 23:33:39.563663+00:00,2013-07-08 23:33:39.584914+00:00,,Jinro Coors Brewing,KIR,,Seoul,,,,37.566499999999998,126.97799999999999,approximate,
717,2013-07-08 23:33:39.603744+00:00,2013-07-08 23:33:39.612985+00:00,,JJ Bitting Brewing,USA,New Jersey,Woodbridge,,,,40.554900000000004,-74.277100000000004,interpolated,
718,2013-07-08 23:33:39.637689+00:00,2013-07-08 23:33:39.650960+00:00,,Jobber's Canyon Restaurant & Brewery,USA,Nebraska,Omaha,,,,41.253999999999998,-95.999300000000005,approximate,
719,2013-07-08 23:33:39.659926+00:00,2013-07-08 23:33:39.670637+00:00,,JoBoy's Brew Pub,USA,Pennsylvania,Manheim,,http://www.joboysbrewpub.com/,,40.170699999999997,-76.383799999999994,interpolated,
720,2013-07-08 23:33:39.693234+00:00,2013-07-08 23:33:39.717993+00:00,,John Harvard's Brew House - Framingham,USA,Massachusetts,Framingham,,,,42.303699999999999,-71.396600000000007,rooftop,
721,2013-07-08 23:33:39.731232+00:00,2013-07-08 23:33:39.746776+00:00,,John Harvard's Brew House - Harvard Square,USA,Massachusetts,Cambridge,,,,42.372399999999999,-71.119299999999996,rooftop,
722,2013-07-08 23:33:39.765831+00:00,2013-07-08 23:33:39.786899+00:00,,John Harvard's Brewhouse - Wilmington,USA,Delaware,Wilmington,,,,39.745800000000003,-75.546700000000001,approximate,
723,2013-07-08 23:33:39.803868+00:00,2013-07-08 23:33:39.814996+00:00,,John Martin sa,BEL,,Genval,,http://www.anthonymartin.be/,,50.729799999999997,4.508,geometric_center,
724,2013-07-08 23:33:39.842023+00:00,2013-07-08 23:33:39.869639+00:00,,Jolly Pumpkin Artisan Ales,USA,Michigan,Dexter,,http://www.jollypumpkin.com,"Welcome to a land of open fermentation, oak barrel aging, and bottle conditioning. At Jolly Pumpkin Artisan Ales we are dedicated to more than the traditions of old world craftsmanship. Everything we do is designed to create ales of outstanding art and flavor. Focusing on traditional rustic country style beers brought to life through labor and love, we strive to create beers to lighten the spirit, and soothe the soul. Sharing our joy to the betterment of mankind is the most that we could hope for.",42.337499999999999,-83.889499999999998,rooftop,
725,2013-07-08 23:33:39.891813+00:00,2013-07-08 23:33:39.909074+00:00,,Joshua Huddy's Brew Pub and Grill,USA,New Jersey,Toms River,,,(No longer brewing),39.9529,-74.200999999999993,approximate,
726,2013-07-08 23:33:39.930287+00:00,2013-07-08 23:33:39.942408+00:00,,JT Whitney's Brewpub and Eatery,USA,Wisconsin,Madison,,,,43.051900000000003,-89.473699999999994,interpolated,
727,2013-07-08 23:33:39.965912+00:00,2013-07-08 23:33:39.980044+00:00,,Jurupa Valley Brewing,USA,California,Riverside,,,,33.953299999999999,-117.396,approximate,
728,2013-07-08 23:33:40.000332+00:00,2013-07-08 23:33:40.054643+00:00,,JW Lees and Co (Brewers) Ltd.,GBR,Manchester,Manchester,,,,53.541200000000003,-2.1734,approximate,
729,2013-07-08 23:33:40.097705+00:00,2013-07-08 23:33:40.101964+00:00,,Kaiser-Bru,DEU,Bayern,Neuhaus,,,,49.628300000000003,11.549799999999999,rooftop,
730,2013-07-08 23:33:40.147097+00:00,2013-07-08 23:33:40.157287+00:00,,Kaiserdom Privatbrauerei Bamberg,DEU,Bayern,Bamberg,,,,49.904299999999999,10.852399999999999,rooftop,
731,2013-07-08 23:33:40.178023+00:00,2013-07-08 23:33:40.217949+00:00,,Kalamazoo Brewing,USA,Michigan,Kalamazoo,,,,42.294899999999998,-85.578800000000001,rooftop,
732,2013-07-08 23:33:40.269268+00:00,2013-07-08 23:33:40.280632+00:00,,Karl Strauss Brewery Gardens - Sorrento Mesa,USA,California,San Diego,,,,32.896900000000002,-117.20099999999999,rooftop,
733,2013-07-08 23:33:40.292946+00:00,2013-07-08 23:33:40.333058+00:00,,Karlovacka Pivovara,HRV,,Karlovac,,,,45.495600000000003,15.533099999999999,geometric_center,
734,2013-07-08 23:33:40.359625+00:00,2013-07-08 23:33:40.402374+00:00,,Keesmann Bru,DEU,Bayern,Bamberg,,,,49.8904,10.9056,rooftop,
735,2013-07-08 23:33:40.432581+00:00,2013-07-08 23:33:40.445769+00:00,,Keg Microbrewery & Restaurant,USA,Wisconsin,Stevens Point,,,,44.523600000000002,-89.574600000000004,approximate,
736,2013-07-08 23:33:40.458434+00:00,2013-07-08 23:33:40.468339+00:00,,Keihan Uji Kotsu,JPN,Kinki,Uji,,,(No longer brewing),,,,
737,2013-07-08 23:33:40.487972+00:00,2013-07-08 23:33:40.502381+00:00,,Kelmer's Brewhouse,USA,California,Santa Rosa,,,,38.4405,-122.714,approximate,
